Simulation	T01[F1]	T01[F2]	T01[F3]	T01[F4]	T02[F1]	T02[F2]	T02[F3]	T02[F4]	T03[F1]	T03[F2]	T03[F3]	T03[F4]	T04[F1]	T04[F2]	T04[F3]	T04[F4]	T05[F1]	T05[F2]	T05[F3]	T05[F4]	T06[F1]	T06[F2]	T06[F3]	T06[F4]	T07[F1]	T07[F2]	T07[F3]	T07[F4]	T08[F1]	T08[F2]	T08[F3]	T08[F4]	T09[F1]	T09[F2]	T09[F3]	T09[F4]	T10[F1]	T10[F2]	T10[F3]	T10[F4]	T11[F1]	T11[F2]	T11[F3]	T11[F4]	T12[F1]	T12[F2]	T12[F3]	T12[F4]	T13[F1]	T13[F2]	T13[F3]	T13[F4]	T14[F1]	T14[F2]	T14[F3]	T14[F4]	T15[F1]	T15[F2]	T15[F3]	T15[F4]	T16[F1]	T16[F2]	T16[F3]	T16[F4]	T17[F1]	T17[F2]	T17[F3]	T17[F4]	T18[F1]	T18[F2]	T18[F3]	T18[F4]	T19[F1]	T19[F2]	T19[F3]	T19[F4]	T20[F1]	T20[F2]	T20[F3]	T20[F4]	T21[F1]	T21[F2]	T21[F3]	T21[F4]	T22[F1]	T22[F2]	T22[F3]	T22[F4]	T23[F1]	T23[F2]	T23[F3]	T23[F4]	T24[F1]	T24[F2]	T24[F3]	T24[F4]	T25[F1]	T25[F2]	T25[F3]	T25[F4]	T26[F1]	T26[F2]	T26[F3]	T26[F4]	T27[F1]	T27[F2]	T27[F3]	T27[F4]	T28[F1]	T28[F2]	T28[F3]	T28[F4]	T29[F1]	T29[F2]	T29[F3]	T29[F4]	T30[F1]	T30[F2]	T30[F3]	T30[F4]	Groundwater	Avg Profit	Total Orchards
949	-0.105171803	6.899525337	-0.040718315	-0.80343047	-4.586296137	-0.286402687	5.164280431	10.33017848	-0.558841989	-3.274476342	5.209149351	-10.09867428	-3.122653894	5.029937808	0.841954286	-1.134620146	0.004638131	-0.643299789	4.239463336	-6.911571789	-8.529868346	7.243663599	-1.123390105	14.05065761	2.603469101	2.307920631	-1.52034097	-1.600161662	4.597777652	1.582717973	-0.370777455	0.705713178	-2.096481344	-6.562507838	-0.040177161	1.860394993	0.815687838	-10.91782669	2.262332619	-0.653707771	0.479401562	2.931780196	3.378253712	-10.32471067	-0.508332343	5.070018807	-0.143377063	4.032462418	0.310534702	-0.74407323	1.97318745	-0.018345014	10.3320446	-0.679949173	-1.624284054	4.322117169	-7.027120706	3.807047489	-6.275821233	-6.614662427	-4.92178541	2.224334129	-0.70880388	2.054216213	0.258968287	1.468714392	-5.509376447	-0.329263729	3.763073595	0.622578247	-2.139117231	-8.656907764	0.258049409	-2.93345688	2.619453248	-0.270457778	-4.488661148	-1.199525125	0.437518884	-3.993335403	-0.391847553	-4.431697836	-1.133306566	-10.01594538	-0.653455773	-2.190773607	-3.143898729	1.129714381	-5.544249227	-1.505228231	-5.106546985	-1.535786666	4.037581296	1.405481618	6.271625625	-3.235381515	1.237984186	-6.179817224	-3.298920222	4.112189223	-2.63398463	-0.74132045	0.820917439	-3.733464833	-16.98617472	-6.231258492	10.84743056	3.565597781	-4.720035889	0.378360195	6.870955421	-10.03810592	-6.617499454	2.061785696	-10.49222571	4.629022104	-7.730699708	0.191680921	-3.398355695	1.562004598	925.6579735	67498.32104	92.45466833
950	8.74768734	0.238542929	-4.510742724	0.230075568	-6.298630834	-6.759175062	-4.091968536	-7.851167917	-6.132770181	1.404255778	1.217081994	-2.111003548	-7.44069159	1.316933781	8.037964702	4.759436846	-6.250863671	7.113904953	5.024567246	-5.410677791	-1.70606479	6.349170804	4.336133003	-5.849115849	4.230044484	-0.483957343	-0.849745572	-2.7805987	-3.001095355	3.493684828	-0.577691421	0.334031023	-4.128527641	1.633833349	-2.285368294	-9.051392078	7.75002718	3.131106496	-1.16234079	-9.60885942	5.126094818	0.064536612	-0.422024243	3.255631924	3.073878288	-2.04201296	-1.657148302	-1.679847538	-0.430053063	-0.125127053	-4.112930894	-5.529059768	-5.092217922	7.920125723	3.949641287	1.132340729	-1.956948489	5.233864188	-3.576508462	-1.180040166	-1.490059644	0.274839457	-3.928759694	-8.292059898	2.669941187	-8.393983841	-1.222555339	0.678739771	3.338031769	-10.2284646	2.935044467	-1.245189011	0.519264787	1.357743144	9.808821678	4.528531432	-5.35214901	-5.290029645	-11.00610495	-1.294408143	0.144684901	-8.63302052	-3.879075646	0.710286796	-2.397232354	-1.265947372	-1.857578605	2.154165804	6.024258137	-1.874678731	-5.001735091	-4.581538737	-2.465537339	-8.825336695	-1.172071993	0.334059633	0.640512332	5.030432343	-1.914532185	-1.225844324	-1.810276061	-1.828757674	4.922149777	-12.30912924	-3.721716106	-1.560357958	4.010033309	-0.167544149	2.263806462	7.307695746	-2.802041173	-5.701398253	-2.15396449	-5.52651763	-3.206883073	2.786004841	8.93764019	-5.278244019	-5.276186466	-5.008071661	975.6191437	64165.80299	88.24361263
951	-1.890797993	-8.138825036	-5.460871681	-13.63249698	-2.40481488	0.868592113	-0.510539525	-1.597869044	1.564958542	6.470488666	-7.039644192	12.282869	-0.34822128	0.504729664	-1.587335721	-0.130837179	-8.619064427	-0.543513004	4.976348362	8.161689207	-7.267765883	6.669781732	-0.084544039	8.124425253	3.813294209	0.743348255	-2.674874513	-3.715320384	3.146833647	-2.8494221	2.181124981	-2.054718764	12.15193436	1.277098625	5.88159023	5.780146228	-1.836569413	6.6731705	2.184880419	-1.69195782	-1.074937905	2.156817851	-0.593322789	4.548736087	1.224375922	0.447269544	-3.431075572	0.490208576	4.341713966	-4.410259404	1.509630365	-3.772688646	-0.751571299	4.816160853	-0.554744762	-2.584055908	8.930270814	1.902969134	-13.00830977	-2.612393792	-4.136297028	-7.159516146	-4.028181638	-3.957853103	7.370167718	-1.973789502	-6.337087211	-2.362652747	-2.385991979	-1.218221203	-8.464364178	-2.989095617	-2.711022623	9.410547692	-2.939793384	1.348718811	-6.403189374	-1.281498299	1.779095274	3.058719921	3.134824616	0.851418552	-2.598848861	-6.47182246	-3.563994137	-6.777643907	-4.752870525	4.652295547	-7.30625924	2.216160626	-0.234682722	3.925487972	4.145888537	-5.597371827	-6.828087413	-6.68594726	-0.623103973	7.813486655	2.164477572	-0.019801439	-8.431343834	6.029105807	9.401033856	1.94236898	-2.608865754	-4.533611377	-3.425611118	-2.707966926	8.55652057	4.873183748	0.635506218	1.593956214	6.76516628	-3.668103483	2.62282475	-1.56623613	6.867558237	8.629546164	-1.317088815	4.951299918	1034.787949	59372.10527	94.84310105
952	1.95740968	-5.291433334	-0.441246405	-1.559605151	1.288450211	3.934662938	-1.901658326	7.050077319	2.209901959	5.039134622	-5.628552437	7.185719609	-0.809182301	-3.377239406	-0.30317029	4.748113751	-1.482099444	-4.849303961	1.626512706	1.16368264	3.355008662	4.725580215	-6.329887509	1.956939995	-3.111281693	6.644108295	5.883473158	-0.869040638	-4.823035002	0.977477059	0.315241404	2.644875348	-2.432446778	1.627752632	-2.659497857	7.195165753	-8.56541276	3.656236529	2.648386657	-0.19461222	4.29335475	-0.125223435	-2.605305016	0.310198292	2.320678532	-2.496691644	7.759478688	-5.552821755	-4.66963619	1.329953223	-5.165579319	-3.895206153	-2.467681617	4.209670126	-2.714008093	-10.14737129	-5.018187761	9.074699879	-0.593126193	4.758849442	2.909802496	-4.091802835	3.106441796	3.827707469	0.663184747	0.401271321	1.974741817	-0.819531232	2.155688554	3.182307184	5.222800374	-5.35045445	-1.645419747	-8.596001267	-0.840260163	5.857647061	5.849887729	3.723154962	0.753873363	3.225916326	-4.509997964	-6.748144031	-4.511341155	4.699080586	8.423034549	6.617693305	2.23260507	5.5789572	-4.879037142	-2.84950912	0.317234546	0.501487106	-2.982675135	-7.838868499	-6.830150485	2.256609052	0.439325124	-4.566603601	-7.401350737	-6.282988191	-4.202596247	1.075524464	-0.307316184	3.767803907	2.465223372	-9.975765347	-3.672327697	-1.730784029	0.120383445	1.362621933	0.925762132	7.217034698	16.59897923	-5.650914907	-2.125649154	-1.948044896	-7.864227891	-3.294512331	3.080620468	3.875322938	954.5969855	65156.95917	114.6557784
953	1.299885233	-8.041231141	-8.452776219	-2.914171371	5.03318557	5.068730397	1.432932428	0.682157797	-7.24899623	10.92252039	8.196804996	0.692567527	-0.405410607	-5.416651209	-3.83148372	-11.29925407	-0.569907133	-0.390981388	-8.202161498	-7.344498687	3.390513594	4.750437871	-1.39605586	1.259718971	1.892756432	2.802079089	2.507676987	-0.929988679	-7.0635531	-9.863238394	-2.673512594	3.600100364	-0.373524936	-2.688334777	1.250925373	-0.839169254	-5.384106952	0.53058609	1.22165646	-4.654831161	2.171438054	0.049378099	-0.747441101	11.29965784	-2.879230739	-4.161898619	7.069659636	6.951982598	-11.17993041	7.238695544	-0.424911271	-3.885629191	-2.225840708	-4.179698223	1.909997755	3.674484461	6.370594489	1.121386257	-4.861099345	-1.146733919	-10.93661572	2.644227479	-0.027098215	7.73958721	4.083453812	-8.088154266	-1.614643878	3.545040192	3.142681323	-1.400180994	2.353763792	1.51223184	6.444439655	4.415038986	-10.49394297	-1.335929175	3.771507192	4.184708563	4.694307929	-4.571550737	-1.224590412	6.860081869	-1.301164186	16.70785617	-3.032892372	0.745074212	1.326008707	0.399004427	-2.178809767	-2.216748574	2.333164592	-0.046055142	-7.14559621	-7.400882413	-4.819299017	-3.73928845	-7.109483205	-4.03234129	4.888746924	7.081216686	-7.984059984	-2.143917287	-2.007899593	-10.0168416	-0.954644996	-2.404341899	3.932366806	5.321297074	-3.441336429	3.314784963	1.130927608	1.330956874	2.661950427	0.860528387	-1.538768181	-8.901136036	0.109772565	0.040821283	-6.050281893	-1.636970276	985.1490513	62875.41257	111.846963
954	2.703480422	4.247003496	3.61287564	-2.074496299	-13.25911164	-0.564695299	-3.435359299	-2.824881375	-1.904911697	-0.750209093	-3.178875744	-0.035608627	10.14952064	-1.408977211	-3.489668667	-3.915456831	0.333701894	0.442458168	0.110806422	0.157679152	-3.70151341	-0.128132869	2.802970409	-0.807532668	1.999842077	-1.043244824	-2.619170547	-4.170587659	-8.230099678	-0.078677181	-1.117211133	-10.75458527	10.45577168	7.955347896	-3.135054708	-9.682959318	1.673344076	-2.007286847	-2.31697008	2.770105898	1.263090074	4.662159085	-2.574391067	2.710466981	5.815734267	-4.258562326	-1.834944487	0.231566969	5.349935293	-4.307786524	-1.67186439	2.852632403	2.926721275	3.390245438	-1.536919773	5.662232041	0.839015245	3.02116394	-3.570230305	-4.605046511	4.598186612	-1.160050705	3.319718838	-1.165316999	2.895416319	-8.86998415	7.086391449	-3.283871114	1.754682362	1.472179443	7.424679399	-2.202001512	-7.567369938	-6.826682687	7.292166352	-1.767489314	3.379707038	-4.246332645	4.796341062	5.103057623	-8.733075261	3.881109059	-2.962988913	-4.001201391	-3.650608361	-8.689824939	-1.05934523	-8.712767959	4.487610757	-1.171748117	-0.101129888	-5.021845102	1.361235082	5.785276294	5.851236582	6.356355548	-1.433735043	-2.195106447	-1.657145917	-2.197359949	4.291766286	-3.013999462	4.923035204	-5.808698535	-8.928054571	3.331119418	6.42146945	-5.002301335	7.987859249	4.117075503	-4.640313685	-7.707099319	-7.381957769	-5.982449055	-1.474363804	-1.382755935	-6.490975618	12.01338649	4.854663908	-0.152342524	925.2225505	67104.29328	124.9948925
955	3.630520595	1.758632431	-0.81796983	-1.885221588	-6.842243068	5.119812994	-7.063760804	-2.824355613	-0.082221878	1.101520191	-1.594480982	-4.589265224	-5.19232742	6.432941983	2.153276979	2.716736006	-5.295089356	5.333177115	3.770352826	-1.65089267	-4.609804528	8.200723177	8.938029942	-5.693727446	3.484347284	0.130585157	1.362054921	0.312159984	6.068095221	9.524611553	2.276677329	-4.432294233	1.025279067	-4.369980261	1.348726104	-3.301537251	-2.586220923	10.45496932	-3.293781362	-2.806916164	-1.052289333	-6.236086735	3.355871618	-7.403682357	-6.746897158	-4.730905744	-1.520045589	-6.316523901	2.122070017	-2.025123105	2.825165755	-2.181991996	4.39319837	2.677882724	5.004744694	-14.64296062	-4.395344285	-5.802279797	-7.706105456	-2.157543069	5.811481683	-14.56210599	3.68132321	-4.241754899	-5.636519294	0.749465458	-1.708489118	-2.004711247	-7.913711117	-4.092210542	1.529087288	5.644592176	-1.158640545	1.627246264	-6.114975735	2.55420981	8.110931824	-3.513608619	-2.81082188	1.056904111	-2.186673254	-7.062872474	13.11723294	-10.15085633	-0.681812407	0.082175754	-10.30161897	6.234585491	-1.458056862	-5.605810206	1.480322185	-0.093074321	-6.970530328	3.079514101	6.227049005	-1.484068742	5.157087105	3.760165509	-3.213456915	1.984005502	8.408973293	1.309458943	-1.327737866	4.282117749	-3.011111388	-9.80302326	4.495356678	-4.689422947	-2.395589932	1.404157718	0.462788736	1.597189971	-1.238198412	0.664347815	10.99391569	-7.057522477	1.248423405	-5.520302869	2.797568813	1.177682323	938.4265677	65992.28764	120.0438689
956	-1.341308057	-1.412467957	-1.829694659	-1.163506955	17.1570158	1.048234776	3.6435166	-0.391501486	1.655752957	5.635585785	-7.380712032	5.155311227	-1.632722467	-6.471006274	-5.009718537	9.822717309	1.901673973	-3.812199533	-5.646772385	0.440457389	2.323035151	-3.288209438	-6.333891153	6.880931854	-4.77047801	-9.368610382	-8.277076483	8.129768968	3.385390341	5.54155767	-0.150917107	0.437711589	-2.816253006	7.988385558	4.78408277	13.06481123	-3.317095041	6.168800592	5.303308964	-6.938105822	-7.398705482	4.10050422	1.204214543	-5.452906489	5.00392437	-1.032118797	13.07912946	2.599127591	-6.641163826	4.598975778	-0.434172191	1.711018085	2.89465338	-1.334849596	-3.225541115	5.794201493	-0.77724345	-1.160636693	2.660288215	1.102985442	-9.897866249	-3.633610904	0.423925333	1.920089126	7.20318377	-0.688763931	1.848407388	5.324980021	1.391189396	6.403748393	0.438341275	5.271645188	-0.69221884	-4.252267182	3.32682848	1.987940669	-12.34527469	4.483622015	6.772131324	1.667036563	5.715168118	0.180591587	2.770919204	-2.771963179	-0.375572965	-0.22075234	-4.565990865	-5.492660999	7.765120268	-4.185515642	6.70086205	3.184126019	5.718383789	-4.729370177	0.572642721	-4.205373228	-0.476430133	3.172959089	6.262945533	-0.295414105	-1.170938089	2.906824946	2.10059464	8.567714691	-4.761867821	-2.350508571	0.658494458	7.613857985	1.085722223	-1.379838884	-1.751975417	-4.986005425	2.893264592	-1.857748181	2.189964354	2.553100884	5.255586505	-0.440112613	2.178128958	8.16603601	842.9018653	71529.6713	171.7437991
957	1.733584506	-4.781714575	-0.554097303	0.890457504	1.130587132	3.773924753	-2.161109887	1.777351095	4.757395159	-8.945223703	-0.601295377	7.374322199	3.813249552	-1.39058413	7.298699578	0.230387882	1.662126172	3.277924695	-5.599520179	-2.921010332	2.467931391	3.132521492	5.830823035	9.740000016	-11.33006641	-5.437241706	-7.175623003	-0.290821449	-11.48564933	-6.768113836	0.917536964	2.833514361	0.651910008	9.949543693	1.94820507	3.863747184	-3.784022715	-5.933081472	5.934705153	2.943056547	-4.923145381	3.601229716	-0.735407793	3.32934878	6.297358729	-13.22472796	0.57318137	0.376286937	0.813261798	0.962085295	0.05902595	-1.550616029	-7.736663103	2.729582823	-9.064799245	10.51481025	-2.475371167	-8.197032289	-6.816231184	0.243840745	-8.296201362	-5.730018954	-3.9055025	-6.740483124	-4.014558358	-2.480704572	-6.292447415	-2.456658771	10.40008703	-0.477059228	-2.360411916	4.305588597	-0.21969412	5.143443766	-3.825144063	6.924297741	0.798990606	-0.370283233	2.160043555	-5.459291155	-5.561985457	1.126758794	-4.496283709	4.433339933	-2.109594673	-2.573410074	-3.222391205	-0.81066873	-7.872017639	-8.940263436	4.240601018	2.235292125	-2.283456633	-0.607794133	10.45228004	-0.420396293	-1.295558031	-0.385252104	-0.816089927	-6.629422927	0.39610227	4.192709399	-2.514266387	1.182294324	-0.335682591	-0.369893527	-6.993399985	-8.526121232	-0.647433452	-9.389737289	-0.048324898	-5.40508086	-0.589931196	-9.817428251	0.634350009	7.417018051	-9.47673455	-1.18787605	-5.486840985	-3.023221724	962.2976056	64833.31401	101.4534405
958	-1.352349371	0.478782281	-6.56027317	-7.339104414	2.714234293	1.457602531	4.462296367	-0.306158885	4.568878114	-4.627935588	1.028341204	-3.845595717	9.839873314	-4.905770719	2.612758577	2.263521999	-2.732791007	-4.213168621	-1.295951903	-3.81256789	1.105610877	0.752160028	4.010831714	12.45343566	0.475647561	-6.348739862	-1.604490131	-4.361592233	4.329760373	-5.15258491	9.568967223	6.124974489	3.472697139	4.621748626	-5.953172445	-1.504538655	-6.398490667	1.972966343	2.743334174	2.461684346	-2.587951124	0.382034145	1.971089691	-0.618708991	-6.340995431	6.041551828	-1.407974213	-2.712556422	-0.149187213	-11.4316988	9.012103677	-0.013480372	4.156302512	6.740521193	-6.567595005	2.37011373	7.506188154	-9.936339259	6.967351437	6.338835359	2.831666172	5.091023445	2.903285027	3.843636811	-2.879935503	0.138919661	3.52229625	-0.27082745	2.146101296	-5.863415003	-3.489805162	5.439504385	0.915423781	-6.98289454	-1.4750202	0.252057482	-0.323642753	-0.256816372	9.074859619	2.521047294	7.278749943	-7.063549161	-1.551291198	-4.936529398	0.359443463	1.481874436	-5.754109025	0.437282063	6.828027368	-4.044183195	7.017194629	1.107126102	0.444564149	-1.571167558	-4.406857491	2.222205848	-0.990946367	-1.776376516	-0.952515975	7.592006326	0.240402725	-10.64881086	-2.744439542	4.631027579	-1.579097062	-2.025289983	4.312803447	3.155096173	-5.757504106	-4.6736902	-2.824449837	6.854996681	-1.744116098	3.391411602	-4.685042202	-1.798489541	2.350723147	3.473404944	0.322047137	-1.499484926	974.130659	63576.69607	124.8082457
959	4.905668619	-6.498815208	-2.292396333	5.149137965	-0.092049787	-2.154970743	-1.944338025	1.585427509	-9.60938119	-1.937365967	1.249710517	-5.02745758	3.388751208	-10.41058637	-2.4930385	-2.601141291	0.795231249	-8.069213937	3.50719751	7.218041171	7.244860495	3.249196499	-3.147828177	8.537540723	-4.135440167	16.01133014	1.704181983	0.620863984	0.659984469	4.874780219	-5.060241265	-0.737319015	-0.134913874	5.207958512	-4.977107046	-5.913295934	1.626930811	-0.156246791	-4.440789632	-4.414832091	1.759506509	6.104974164	6.015816385	-2.687063789	-1.603157013	2.832559082	5.210654607	-3.059407553	2.038013378	-7.57830151	5.407628679	3.864076443	-6.570513319	-1.9032935	4.96910537	4.764795976	-5.691002908	-2.357159182	1.435241517	13.80806328	-0.382956814	2.515857326	-10.04811509	11.80515155	1.109981255	-4.816133276	-2.531197408	0.637953895	6.362692907	-6.757207113	-2.386757334	-1.220927471	-0.625517888	-0.489769624	2.55638379	-0.144590482	-4.152214814	0.191980966	-7.492442988	2.800582009	6.048608962	9.822455266	0.993731449	-8.360833734	-0.132609747	8.376893956	1.003015149	2.315292409	-0.995957039	-9.722522095	6.787188435	-1.025691507	2.43892306	13.63347107	-9.205545404	-2.463854384	3.072347433	-4.848840123	-1.862636203	2.550382426	-2.252172729	1.191388608	0.452062698	-3.786927532	-2.426328382	2.310441564	-0.732384575	2.349359766	-0.455674251	-4.716529888	6.338391195	5.068882704	5.896307033	0.158171016	-2.743013084	-3.137802672	1.40058177	1.090772247	-0.142683348	-1.825474676	913.9048655	67119.409	148.8992653
960	-2.282771319	3.601567149	11.40985847	-0.76605849	-2.002867907	-8.261291981	-2.821673453	-2.806316316	6.497169137	4.350442588	-6.544257998	7.120401859	5.784649849	-1.337717175	-0.757698119	-4.286090434	-4.67438072	-5.002767444	3.324724138	6.297437549	-5.148155689	4.444975853	-0.381101631	-8.863877058	-4.56592679	3.620941043	-3.585644364	-0.394180678	5.014961362	0.987887681	3.396253288	-5.239821672	2.284025997	1.187411025	-1.998630911	0.571080446	-2.232652307	4.715024233	0.369974263	3.788099289	-1.03697598	-0.815499648	1.316156089	-1.799027175	-2.308568954	-1.413715035	0.516023599	-1.424450427	-4.926032722	3.151134551	2.715864182	4.195740521	-3.361986279	3.081203103	3.283742368	-4.176199138	5.768810511	1.70718357	1.462016851	4.646141231	-7.246211767	-1.23170428	4.660749137	-2.640301883	3.143819571	1.10066697	4.410808682	-4.628000855	3.532583117	-0.535777695	-2.343865633	9.030678868	-2.225342095	-2.843616903	-3.030977249	6.828771234	-2.558298111	13.48318934	1.02481842	-5.715175271	-1.128459945	-11.23359084	-0.855389759	-0.457215719	-3.902518153	5.366574526	9.87939477	3.954102099	3.745712042	-13.36905479	4.522315562	-5.000249743	3.796954751	-0.388001949	0.39616283	1.779151857	1.509604156	6.016122103	-4.607309699	-1.371454746	-3.876378238	8.344833255	2.356223464	-3.197961152	-7.63802588	-0.400965996	5.635493994	-6.612126827	1.423368752	-2.464513779	-0.00640846	4.963237345	2.310387194	10.92932582	-9.282420874	-4.799538255	2.870260477	-5.90878129	-2.095351517	-5.777929425	904.8447542	68417.75942	138.1737016
961	-0.370115582	3.627342567	1.491700884	-6.747542236	3.50460982	-0.236571266	1.864136228	-5.574245452	-7.413309293	-0.484980255	1.984564888	-0.241055829	-3.692972302	-12.24341639	-4.644531442	1.120434663	-0.881332267	-0.225791193	-1.160435001	-5.843591681	-4.75138571	2.450539033	-6.259998328	0.304135889	12.36692512	-6.450563176	5.354679024	0.686289938	-8.944281432	4.343675523	-0.926419721	4.078959795	2.163368523	-3.563076824	-4.53960189	-8.321836522	-4.707819127	0.862965225	-1.282676326	6.630245481	-4.27826329	-0.459500604	6.455150506	-2.250458147	-1.852774126	-0.45956171	4.006361721	-5.269949049	3.038652477	-10.20191332	-0.524076491	2.453447102	-2.222624449	0.204741749	-0.742252992	-4.272977768	1.7304182	4.965947134	4.403276811	-1.344132074	4.120790154	-1.661047776	5.093109906	-10.25945235	4.614837158	1.713517727	-3.279147342	2.127667499	-2.443495091	1.253922059	0.183831658	-2.281253324	0.425321219	-10.03358631	0.392368606	1.901917377	0.161553331	-9.324003664	-3.257755175	-1.793478141	3.641791627	5.084479982	-13.52533754	-4.902267077	-0.460392348	5.020853578	1.258364114	-9.554059686	-2.021752008	-0.525621701	6.078675132	-2.517652587	4.286093026	-0.442291073	3.050150838	0.467138707	-7.489286782	0.030092674	-7.127847844	-0.126238145	0.288525139	-2.530685173	6.135547775	-8.275872137	-14.77128399	-4.064205772	4.218233666	-2.814827261	1.860296934	-3.728608755	0.79379366	-7.444979555	7.062722755	1.760363683	0.167912121	-2.937865286	1.182469312	3.787654405	-3.259623238	8.735667954	1029.101335	60570.97755	83.4028154
962	8.10218215	6.352267265	-1.231388599	-2.377711684	1.936601549	4.602763355	16.02015734	-2.652073801	1.849638969	5.597301722	1.939809322	-2.486838698	5.419804454	5.629124045	1.599775702	3.039519787	-7.489975691	-3.083947897	9.786732793	-3.575523496	-1.850625575	-7.567995191	-3.206474781	-4.072706103	5.613309741	-1.952550262	4.927770495	2.125144154	-0.991809666	3.857953548	3.277888596	0.25011437	2.809309959	-6.191133261	-1.624403745	-2.723141313	10.86923718	-3.34594965	-1.081921756	-5.431476831	-7.250047922	-2.899394333	-5.309125781	1.466397345	-1.34027943	-0.45617599	3.315235078	1.475253552	10.89480639	3.744982779	10.8262825	0.968804657	-6.432538033	-5.413150787	-0.639648736	6.993140578	0.867797583	1.811088026	-5.181341767	-3.144861162	0.937227234	3.2565099	-6.771714091	4.387533069	-6.822416186	-2.858836353	-0.913712978	10.71972013	-1.670046747	5.24040699	1.611609757	-2.964474857	-4.573055506	-0.024278255	-4.959293604	0.446597487	13.82998705	1.517018974	-2.039921433	0.788883716	-0.315576345	-4.948882163	0.486344323	-4.467054009	0.13041609	-0.267176144	-11.8754971	3.043074608	2.137116194	-10.6639564	4.02864784	8.024412394	-3.539976478	4.858398139	-1.239601001	7.31266439	-0.02163338	-9.996743798	-1.88418299	-7.079046369	3.945973814	5.796375871	3.482833207	-7.332299948	3.02621007	4.444839358	12.91749954	3.010102808	3.763559163	-7.485874295	-9.173935056	-0.685640872	6.789546609	2.88143158	2.472350299	0.542020202	-3.027596474	1.058465466	-1.688021272	-0.224343594	844.8950989	71851.48448	147.6747064
963	3.384787055	-3.980516671	0.847301138	0.962660894	-5.047870755	-5.717626814	0.779700263	13.35973893	0.945461237	-3.477021531	-0.22455192	-3.213145164	1.143012623	-8.661845032	-1.312580757	-3.115650803	-6.283956694	2.894664675	3.196858492	3.599043316	-3.58196898	-7.853130108	-3.604434694	-2.595406115	-0.621175752	-4.169155967	-2.40090597	4.581925481	-1.507741127	4.257084254	-3.123738386	-1.56625959	4.878887957	7.985895446	-2.666475135	-2.052712097	-4.348914501	-1.831684071	-2.383550309	0.340709029	-3.378275669	4.184194289	3.86969013	3.514047211	-2.774633414	2.150629944	5.012540186	-1.949049733	6.08655874	2.238302287	-7.464800686	11.84608684	5.092087084	4.434751753	7.998791046	8.89855483	8.28366574	-5.603988815	-3.252869601	-3.694371152	2.427064804	8.834178194	-2.714558237	-8.572454884	3.078946503	1.629032891	3.824275426	9.086379846	6.179254181	4.867292505	6.323591554	-4.105010001	-1.377440831	7.170176112	-3.679222103	4.533386087	3.891709998	2.103448089	-9.842110605	-0.517917758	-2.425614678	4.520503495	10.44335953	-1.063658237	-2.915453418	4.114554841	2.175073875	0.112692362	4.016398699	-4.350165504	-6.306899283	2.174984344	-3.37074997	6.55885418	0.270461983	1.796414415	5.124651527	-1.434302553	2.504700558	2.613860085	8.104234563	4.779181751	-2.663150424	-1.969543619	0.89603869	0.610518606	-4.046983009	0.00557294	-1.962103456	-3.529695736	-1.258886746	-3.359231576	-7.941755495	-0.231689996	-3.851738611	-3.827440419	0.316069685	5.933631455	8.622549522	2.838312118	895.0381555	68649.10508	161.3980835
964	-6.155918241	-6.522946358	-7.953968644	3.438260555	-5.225698948	-4.234559536	3.816339672	-3.538979292	-0.548191629	1.461389661	0.819985047	-4.560031891	-5.48101902	5.626875758	1.302689612	-6.417044997	5.199223757	9.141479135	4.24009949	2.031596303	2.053540796	1.493443847	-0.294947736	-2.415916175	-0.192967393	-8.611645103	1.565329283	-1.483169645	-4.332021177	-1.526592523	6.808739305	-9.213849306	1.657316983	-2.77535826	10.04792809	3.352478445	6.124346852	11.55283093	-1.380543858	5.249413848	-3.332753479	2.421372533	3.294615448	-5.746580958	7.72511363	-6.285137534	5.957826972	0.683802143	4.32508111	-4.873355329	-6.747372746	3.279801309	3.06358099	4.828553796	-1.811335534	10.56600928	-3.081489205	-1.430634707	0.971446633	5.566289425	-1.638822556	1.020960435	-2.870931029	5.385710001	0.200122893	3.556714356	-4.096882045	-0.834919661	3.096869886	1.068015918	2.595073879	-6.417227983	-3.581031561	-1.134751588	0.2318996	8.796958923	-0.330257006	0.924222544	-1.482714564	6.918513179	2.641838789	-2.288238406	-3.549125195	4.527942538	-8.465641737	1.361031234	-3.702498078	-2.800273299	4.86402601	4.009784758	3.552464843	1.204933375	-1.302038729	3.51765722	1.519618779	3.258607984	9.756757021	-2.960943878	3.690156341	-1.658025086	2.992535233	6.271213293	-5.96368134	-2.853126824	-3.173558414	-3.435096145	1.902514845	-7.838692069	1.403528452	-3.288247585	2.146334201	-0.944151357	7.939540744	-2.629967332	-4.144956172	1.029057726	4.012013376	2.213491797	-4.676725864	4.833791256	977.8766422	63120.73986	129.8182523
